,Unnamed: 0,ytid,start_s,end_s,aspect_list,caption,Discogs400 genre,MTG Jamendo genre,danceability,happy,sad,relaxed,mood and theme,instruments,voice gender
3533,4824,qpwjSTEaswI,90,100,"['folk dubstep', 'fast tempo', 'female voices', 'jaw harp', 'programmed percussion']","This folk dubstep features female voices singing the main melody. This is accompanied by percussion playing a dubstep beat. The tempo of the beat is fast, incorporating shuffles. A jaw harp plays a quirky sound in the background. The tempo of the song is fast. At the beginning, there is no bass. Toward the end, the bass plays while the percussion gets louder. This song can be played in a club.",Electronic---Drum n Bass,electronic,danceable,non_happy,non_sad,non_relaxed,"['energetic', 'happy', 'film', 'love', 'melodic']","['synthesizer', 'drums', 'bass']",female
3534,4825,qrP_H87vFpo,30,40,"['jazz genre', 'improvisation', 'piano', 'double bass', 'drums', 'brush technique', 'swing feel']","The jazz music features a piano improvising with somewhat thick textures. A double bass plays a laid-back melody in the low register, for the most time with one note every two beats. The drummer plays a light rhythm employing a brush technique, rather than using sticks. The music has a swing feel to it.",Jazz---Bop,jazz,not_danceable,non_happy,sad,relaxed,"['melodic', 'adventure', 'film', 'documentary', 'christmas']","['piano', 'drums', 'bass']",female
3535,4826,qrY7PW5guxk,30,40,"['haiti dance', 'male vocal', 'melodic singing', 'brass', 'keyboard', 'bass guitar', 'acoustic drums', 'percussion', 'chill', 'dance', 'easygoing']","This is a Haiti dance music piece. There is a male vocalist singing melodically in the Creole language. The brass, the keyboard and the bass guitar are the melodic elements of this piece. In the rhythmic background, the acoustic drums and percussive elements are playing a latin type beat. The atmosphere of the piece is chill and easygoing. This piece could be played at Caribbean bars and dance clubs. It could also be used as an accompaniment piece for dancing courses.","Folk, World, & Country---Zouk",latin,danceable,happy,non_sad,non_relaxed,"['love', 'happy', 'energetic', 'upbeat', 'deep']","['drums', 'bass', 'percussion']",male
3536,4827,qrzNABqN420,30,40,"['low quality', 'rock', 'passionate female vocal', 'wide electric guitar melody', 'groovy bass', 'shimmering hi hats', 'punchy kick', 'punchy kick', 'mellow', 'energetic', 'addictive', 'soft']","The low quality recording features a rock song that consists of a passionate female vocal singing over punchy kick and snare hits, shimmering hi hats, wide electric guitar melody and groovy bass guitar. It sounds energetic and addictive in the first half of the loop, while in the second part it's mellow and softer.",Rock---Indie Rock,rock,not_danceable,happy,non_sad,non_relaxed,"['love', 'energetic', 'melodic', 'dark', 'happy']","['drums', 'electricguitar', 'bass']",male
3537,4828,qsFfUzErXqw,140,150,"['instrumental music', 'harmonium solo', 'traditional indian instruments', 'indian classical music', 'tabla playing percussively', 'sitar accompaniment', 'y traditional indian instruments', 'groovy rhythm', 'exciting', 'instruments in unison', 'dance rhythm', 'ancient traditional music', 'passionate', 'live concert', 'live audience', 'medium tempo', 'hindustaani music']","The song is instrumental. The tempo is medium with sitars and other stringed instruments playing in unison, tabla percussions and a harmonium playing the lead. The song is a classic hindustaani instrumental.","Folk, World, & Country---Indian Classical",world,not_danceable,non_happy,non_sad,relaxed,"['film', 'relaxing', 'meditative', 'documentary', 'epic']","['drums', 'bass', 'piano']",female
3538,4829,qsRPTMXFGsA,210,220,"['male latin singer', 'bad quality audio', 'latin dance band', 'deteriorating audio quality', 'groovy dance hits', 'retro latin hits', 'medium tempo', 'bachata', 'vocal echoes', 'latin percussions', 'guitar lead', 'keyboard tones', 'enthusiastic', 'emotional', 'passionate', 'romantic', 'retro latin hits', 'latin pop hits', 'people dancing', 'passionate', 'romantic', 'groovy bass line', 'latin love hits', 'wedding music', 'people dancing', 'latin dance hits', 'latin dance music']","A male Latin singer sings this passionate melody. The song is medium tempo with various Latin percussions, groovy bass line, keyboard harmony and a guitar playing lead. The song is romantic and a classic Latin dance groove. The song is a Latin dance hit with a deteriorating audio quality.",Latin---Vallenato,latin,danceable,happy,non_sad,non_relaxed,"['energetic', 'happy', 'love', 'funny', 'upbeat']","['bass', 'drums', 'percussion']",female
3539,4830,qtNTHnXOQew,40,50,"['low quality', 'muffled', 'electro', 'aggressive', 'punchy snare', 'boomy bass', 'distorted', 'noisy', 'mono', 'crowd cheering', 'energetic']","The low quality recording features an electro song played live and it consists of at least a punchy snare and a boomy bass. There are some crowd cheering noises in the background. It sounds muffled, energetic, aggressive and distorted as the recording is very noisy and in mono.",Rock---Punk,electronic,danceable,happy,non_sad,non_relaxed,"['energetic', 'melodic', 'heavy', 'dark', 'epic']","['synthesizer', 'bass', 'drums']",male
3540,4831,qtnE1hnCD0M,30,40,"['busy line sound effect', 'muffled snare', 'shimmering ride', 'tinny hi hats', 'loud gliding synth bass', 'generic', 'video game song', 'low quality', 'muffled kick']","The low quality recording features a loud, gliding synth bass, muffled snare and kick hits, tinny hi hats and shimmering ride cymbals. There is a busy line sound effect and its rhythm is offbeat relative to the song. It sounds generic - like a song from a video game.",Electronic---House,electronic,danceable,non_happy,non_sad,non_relaxed,"['energetic', 'deep', 'happy', 'summer', 'party']","['synthesizer', 'bass', 'drums']",female
3541,4832,qutPvh6TFd8,30,40,"['harp song', 'no voices', 'no other instruments', 'instrumental', 'pop melody', 'happy song', 'moderate tempo', 'inspirational music']","This song features two harps playing a melody. In the beginning, both harps play the harp complimenting each other. After one bar, one of the harps plays the higher repetitive phrase and the other harp plays the lower register notes. This song has a happy mood. There are no other instruments in this song. There are no voices in this song. This song can be played in an inspirational video.","Folk, World, & Country---Celtic",classical,not_danceable,non_happy,sad,relaxed,"['film', 'christmas', 'relaxing', 'happy', 'meditative']","['harp', 'flute', 'piano']",female
3542,4833,qwGT6wvYdLo,60,70,"['low quality', 'rock orchestra', 'energetic crash cymbals', 'punchy kick', 'punchy snare', 'groovy bass', 'wide electric guitar melody', 'simple strings melody', 'energetic', 'epic', 'powerful']","The Rock Orchestra song features energetic crash cymbals, punchy kick and snare hits, groovy bass, wide electric guitar chords and simple strings melody. It sounds epic, powerful and energetic - like a theme song for an opening track of some anime.",Rock---Hard Rock,rock,not_danceable,happy,non_sad,non_relaxed,"['love', 'energetic', 'epic', 'melodic', 'ballad']","['electricguitar', 'drums', 'bass']",male
3543,4834,qwI32Si0ipE,30,40,"['low quality', 'live performance', 'pop', 'passionate male vocal', 'crowd clapping', 'crowd cheering', 'synth keys melody', 'shimmering riser', 'simple hi hats', 'punchy snare', 'punchy kick', 'synth pad chords', 'passionate', 'energetic', 'exciting']","The low quality recording features a live performance of a pop song and it consists of passionate male vocal singing over synth keys melody, shimmering riser, simple hi hats, punchy kick and snare hits and synth pad chords. There were some widely spread crowd claps and cheering as they were excited. It sounds energetic, exciting and passionate.",Rock---Pop Rock,rock,not_danceable,happy,sad,non_relaxed,"['melodic', 'love', 'energetic', 'christmas', 'ballad']","['drums', 'guitar', 'bass']",female
3544,4835,qwOLhVbuhpM,30,40,"['live performance', 'instrumental', 'electronic music', 'electronic drum', 'medium tempo', 'groovy', 'dance', 'modern', 'minimal', 'ambient sounds']","This is a live recording of an instrumental electronic music beat. The rhythmic foundation of the beat consists of a simple medium tempo electronic drum beat. There are sounds coming from the background resembling a restaurant. It is a minimal-sounding groovy beat that is also danceable. With the removal of ambient sounds and a clean mix, this track could be used in the soundtrack of a TV show with an urban setting.",Electronic---Downtempo,pop,not_danceable,non_happy,sad,relaxed,"['love', 'film', 'happy', 'ballad', 'relaxing']","['guitar', 'drums', 'bass']",male
3545,4836,qwz7oLASJqg,10,20,"['amateur recording', 'acapella', 'male voices', 'vocal harmony', 'no instruments', 'slow tempo', 'vocables', 'no lyrics', 'romantic theme']",This song features a pop song being sung by male voices in acapella . The voices sing the different parts of a choir. They are singing vocables and not words. The voices sing in harmony. Voices are singing the bass; alto and tenor parts. The mood of this song is romantic. This is an amateur recording. This song can be played in a romantic movie.,"Folk, World, & Country---Folk",classical,not_danceable,non_happy,sad,relaxed,"['christmas', 'meditative', 'love', 'film', 'relaxing']","['voice', 'guitar', 'piano']",male
3546,4837,qxOPhByaK_M,30,40,"['low quality', 'sustained strings melody', 'tinny shimmering bells melody', 'addictive piano melody', 'flat female vocal narrator', 'low frequency sputter']","The low quality recording features a sustained string melody, tinny shimmering bells and addictive piano melody, complementing each other. At the very end of the loop there is a short snippet of flat female vocal narrating. At some point during the loop, there is a subtle unwanted low frequency sputter, which definitely makes this recording low quality.",Classical---Neo-Classical,classical,not_danceable,non_happy,sad,relaxed,"['film', 'epic', 'action', 'emotional', 'christmas']","['piano', 'cello', 'violin']",female
3547,4838,qxWVr67g6yY,200,210,"['pop music', 'live performance', 'amateur recording', 'male vocals', 'melodic singing', 'electric guitar', 'acoustic drums', 'crowd cheering']",This is the live performance of a pop music piece. It is an amateur recording. There are male vocals singing melodically. An electric guitar strums a chord for the ending of a song while the sounds of the cymbals can be heard from the acoustic drums. The cheers of the crowd can be heard even more than the music itself. This recording could be sampled for use in beat-making.,Electronic---House,electronic,danceable,non_happy,non_sad,non_relaxed,"['dark', 'energetic', 'love', 'epic', 'action']","['synthesizer', 'bass', 'drums']",female
3548,4839,qyCea2TuUV4,100,110,"['low quality', 'noisy', 'live perforamnce', 'unbalanced stereo', 'nature sounds', 'acoustic guitar solo melody', 'upbeat', 'banjo melody', 'folk', 'passionate']","The low quality recording features a live performance of a folk song and it consists of acoustic guitar solo melody, followed by banjo melody. The recording is noisy, there are some natural sounds - since it was performed outdoors and the stereo image is unbalanced due to the fact that the instruments are leaning towards the right channel of the stereo image. It still sounds passionate and upbeat.","Folk, World, & Country---Bluegrass",country,not_danceable,non_happy,non_sad,relaxed,"['happy', 'love', 'energetic', 'melodic', 'relaxing']","['guitar', 'acousticguitar', 'bass']",female
3549,4840,r-PBeJiE5sc,130,140,"['no singer', 'instrumental', 'steel percussion', 'marimba', 'acoustic drums', 'playful', 'lively', 'energetic', 'danceable']",This is an instrumental percussion piece. There is a wide variety of percussion instruments. There is a marimba playing a playful melody. The acoustic drums and steel percussion provide the remainder of the rhythmic background. The atmosphere is lively and energetic. This piece could be used in the soundtrack of a comedy movie or TV show.,Electronic---House,electronic,danceable,happy,non_sad,non_relaxed,"['happy', 'energetic', 'funny', 'sport', 'positive']","['drums', 'bass', 'synthesizer']",male
3550,4841,r0I-G70gyo0,30,40,"['folkmusic', 'amateur recording', 'male voice speaking', 'background voices', 'bagpipe']",A male voice is speaking. In the background you can hear other voices. Then someone starts playing a bagpipe in a higher register underlaying its own drone. This song may be played on the streets by a busker.,Electronic---Experimental,electronic,danceable,non_happy,non_sad,non_relaxed,"['dark', 'energetic', 'love', 'happy', 'soundscape']","['synthesizer', 'guitar', 'bass']",male
3551,4842,r0Xvr8maR34,0,10,"['orchestral music', 'brass section', 'string section', 'instrumental', 'no voices', 'epic music', 'grand entrance theme', 'uplifting music', 'victorious mood']",This orchestral song features the main melody played by trumpets. The brass section plays a repetitive melody and the chords behind the melody change. This is backed by the string section. Cellos and violas are playing the bass notes. This is an instrumental song with no voices. The song has a victorious mood. This song can be played when there is a grand entrance of a King into his castle.,Classical---Modern,classical,not_danceable,non_happy,sad,relaxed,"['film', 'epic', 'action', 'dramatic', 'drama']","['cello', 'violin', 'doublebass']",female
3552,4843,r1W1z_31Obw,120,130,"['electronic dance music', 'house', 'female vocals', 'melodic singing', 'keyboard', 'electric guitar', 'electronic drums', 'electronic percussion', 'danceable', 'energetic']","This is an electronic dance/house music piece. There are female vocals singing melodically. The melody is being played by the keyboard with the electric guitar samples in the background. The rhythm consists of an electronic drum beat and electronic percussive elements. The atmosphere is danceable and energetic. This piece could be used in the soundtrack of a romantic comedy movie, especially during the scenes where a character is hesitating to open up to their crush.",Electronic---House,dance,danceable,happy,non_sad,non_relaxed,"['summer', 'deep', 'funny', 'energetic', 'happy']","['synthesizer', 'keyboard', 'drums']",female
3553,4844,r2gYE6-cGx8,30,40,"['orchestral music', 'string instruments', 'tuba', 'trombone', 'timpani', 'thrilling', 'exciting', 'intense', 'adrenaline', 'movie soundtrack']","This clip would be suitable for a movie soundtrack during a scene that is thrilling, intense, exciting and fueled with adrenaline. The music is played by an orchestra, with several layers of violin and brass instruments. The song brings about an atmosphere that invites action.",Classical---Classical,classical,not_danceable,non_happy,sad,relaxed,"['film', 'epic', 'action', 'drama', 'adventure']","['violin', 'cello', 'piano']",male
3554,4845,r43WrKA6ppI,30,40,"['flamenco', 'acoustic guitar', 'instrumental', 'exercise', 'rising', 'repeating theme', 'spanish']",This is an instructive flamenco guitar piece. The player is depicting how the piece must be played by starting it slow and eventually getting faster. The theme is repeated by the player.,"Folk, World, & Country---Folk",folk,not_danceable,non_happy,sad,relaxed,"['love', 'meditative', 'relaxing', 'happy', 'inspiring']","['guitar', 'acousticguitar', 'electricguitar']",male
3555,4846,r4G71I1dFpA,160,170,"['low quality', 'soft echoing female vocal', 'mellow piano chords', 'mellow synth pad chords', 'reverberant percussion', 'soft', 'mellow', 'passionate', 'emotional', 'sad']","The low quality recording features a soft echoing female vocal singing over mellow piano chords, mellow synth pad chords and reverberant percussion. It sounds soft, mellow, passionate, emotional and sad.",Pop---Ballad,pop,not_danceable,non_happy,sad,relaxed,"['christmas', 'relaxing', 'love', 'meditative', 'romantic']","['piano', 'synthesizer', 'keyboard']",female
3556,4847,r4JRDHYukZ4,390,400,"['male singer', 'accordion player', 'family reunion', 'social gathering', 'euro pop', 'group singing', 'european folk song', 'folk singer', 'medium tempo', 'march rhythm drumming', 'live audience', 'live performance', 'ambient crowd noises', 'poor audio quality', 'amateur music', 'emotional', 'sentimental', 'rom', 'passionate', 'spirited', 'memories']","A male singer sings this emotional melody. The song is medium tempo with a steady drumming rhythm, accordion accompaniment and people singing together in unison. The song is emotional and sentimental. The song audio quality is poor.","Folk, World, & Country---Volksmusik",electronic,not_danceable,non_happy,non_sad,relaxed,"['christmas', 'film', 'relaxing', 'love', 'meditative']","['synthesizer', 'guitar', 'drums']",male
3557,4848,r4nPBNL3D0E,0,10,"['male singer', 'fast tempo', 'lively cello', 'bright trumpets', 'vibrant', 'classic rock', 'animated', 'buoyant', 'groovy', 'funky', 'vibrant', 'vivacious', 'happy', 'charming', 'vocal backup', 'spirited', 'retro', 'jive music', 'upbeat', 'spirited', 'infectious drumming', 'electric guitar', 'lively animated', 'rock and rock', 'rock pop', 'funk', 'r&b']","A male vocalist sings this lively Rock song. The tempo is fast with bright trumpet harmony, groovy bass, infectious drumming , electric guitar and vocal backup. The music is upbeat, groovy, funky, high-spirited, vibrant and enthusiastic. This song is Retro Rock and Roll.",Rock---Rock & Roll,jazz,danceable,happy,non_sad,relaxed,"['adventure', 'film', 'happy', 'energetic', 'christmas']","['drums', 'bass', 'piano']",male
3558,4849,r5xTmK2Fq1w,200,210,"['low quality', 'reggae', 'upbeat', 'synth keys chords', 'punchy snare', 'punchy kick', 'tinny wooden percussions', 'filtered echoing male vocal', 'flat male vocal', 'doubling background male vocal', 'groovy bass', 'energetic crash cymbal', 'echoing pitch bend riser', 'energetic', 'addictive']","The low quality recording features a reggae song that consists of flat male vocals, alongside filtered, echoing male vocal and doubling background vocals, singing over punchy kick and snare hits, energetic crash cymbals, tinny wooden percussions, groovy bass and synth keys chords. It sounds energetic, as it is upbeat and addictive, thanks to the cadence.",Reggae---Ragga,reggae,danceable,happy,non_sad,non_relaxed,"['energetic', 'love', 'upbeat', 'melodic', 'happy']","['bass', 'drums', 'synthesizer']",male
3559,4850,r6QD2E-YesI,30,40,"['low quality', 'reverberant', 'boomy bass', 'muffled drums', 'simple electric guitar chords', 'melodic male vocal', 'uplifting', 'mono']","The low quality recording features a reverberant sound of boomy bass guitar, muffled drums, simple electric guitar chords and melodic male vocal singing over it. It sounds like it was recorded on a phone, since it is mono.",Rock---Alternative Rock,rock,not_danceable,happy,non_sad,non_relaxed,"['happy', 'love', 'energetic', 'uplifting', 'positive']","['guitar', 'drums', 'bass']",male
3560,4851,r6yGS_yQmj4,30,40,"['theremin', 'electric current manipulation', 'no periodicity', 'non musical', 'not pleasing', 'robotic tones', 'beep tones', 'sonic effects', 'varying tempos', 'increasing speeds', 'non musical', 'scientific music study', 'experimental', 'disturbing', 'chaotic', 'tense', 'melody tones']",The song is experimental and instrumental. The song has varying tempos consisting of beep tones controlled by manipulating electric currents. The song is non musical and borders on being noisy.,Electronic---Experimental,electronic,danceable,non_happy,non_sad,relaxed,"['happy', 'melodic', 'film', 'relaxing', 'dark']","['synthesizer', 'drums', 'bass']",male
3561,4852,r7Ve8ExE8YY,150,160,"['electro/pop', 'female voice singing', 'synth pads', 'orchestral hit sound', 'digital drums', 'medium tempo']",This song contains a female voice singing over a digital drum and synthesizer pad being used as a melodic and strongly rhythmic instrument. An orchestral hit is being used to play a very strong and full melody in-between the synth parts. This song may be playing in a club.,Pop---K-pop,electronic,danceable,non_happy,non_sad,relaxed,"['energetic', 'happy', 'deep', 'love', 'summer']","['synthesizer', 'bass', 'drums']",female
3562,4853,r8B3-yBc-4U,30,40,"['low quality', 'live performance', 'acoustic rhythm guitar', 'distorted', 'noisy', 'flat male vocal', 'soft rock', 'crowd chattering', 'dull']","The low quality recording features a live performance of a soft rock song that consists of acoustic rhythm guitar and flat male vocals singing over it. The crowd is loudly chattering in the background. It sounds noisy, dull and distorted.",Rock---Alternative Rock,pop,not_danceable,non_happy,sad,relaxed,"['love', 'ballad', 'meditative', 'sad', 'emotional']","['guitar', 'electricguitar', 'acousticguitar']",male
3563,4854,r9AxQfXYLEs,160,170,"['amateur recording', 'acoustic drum', 'cowbell', 'congos', 'male voice speaking', 'medium tempo']","Someone is playing an acoustic drum set with a lot of different percussive sounds such as tambourine, cowbell and congos. A male voice is speaking as if explaining something. This song may be playing in a drumming class.",Latin---MPB,electronic,danceable,non_happy,non_sad,relaxed,"['melodic', 'energetic', 'happy', 'love', 'cool']","['drums', 'bass', 'percussion']",male
3564,4855,rC4PNZ1XOmU,100,110,"['low quality', 'aggressive', 'metal', 'glass hit sound effects', 'metallic object sound effect', 'wide aggressive electric guitar chords', 'distorted bass guitar', 'punchy snare', 'punchy kick', 'energetic crash cymbals', 'synth keys melody', 'chaotic', 'distorted', 'muddy', 'snare rolls']","The low quality recording features a metal song that consists of wide aggressive electric guitar chords, distorted bass guitar, punchy snare and kick hits alongside some snare rolls, synth keys melody and energetic crash cymbals. There are some glass hits and metallic object sound effects. It sounds chaotic, distorted, aggressive and muddy, since the frequencies are clashing with each other.",Electronic---Industrial,electronic,danceable,non_happy,non_sad,non_relaxed,"['energetic', 'space', 'melodic', 'dark', 'action']","['synthesizer', 'guitar', 'bass']",female
3565,4856,rDusaHYR69g,30,40,"['female vocalist', 'child singer', 'nursery rhymes', 'children’s song', 'two different tracks', 'lively piano', 'percussion', 'tambourine beats', 'bass drums', 'simple beats', 'simple melody', 'children’s popular songs']","This clip is two different tracks. The first one is a female vocalist singing a nursery rhyme with lively drums, tambourine beats and vocal backup. The second track is a child singing a song with a playful piano accompaniment . The songs are children’s nursery rhymes.",Latin---MPB,pop,danceable,non_happy,sad,relaxed,"['happy', 'christmas', 'love', 'film', 'romantic']","['drums', 'piano', 'bass']",female
3566,4857,rE7S4nLrThs,30,40,"['cinematic', 'string ensemble', 'female choir singing', 'epic', 'melancholic', 'slow tempo']",A string ensemble is playing a sad melody together with a female choir singing. The recording is full of reverb and sounds very atmospheric and epic. This song may be playing in a sad movie-scene.,Electronic---Ambient,ambient,not_danceable,non_happy,sad,relaxed,"['film', 'relaxing', 'meditative', 'epic', 'space']","['synthesizer', 'piano', 'violin']",female
3567,4858,rFE_bKOr1W0,30,40,"['buzzy harpsichord melody', 'low quality', 'noisy', 'classical', 'cover']",The low quality recording features a cover of a classical song played on buzzy harpsichord melody. The recording is a bit noisy.,Classical---Baroque,classical,not_danceable,non_happy,non_sad,relaxed,"['film', 'adventure', 'christmas', 'melodic', 'dark']","['cello', 'violin', 'flute']",female
3568,4859,rFwJ2L-geWw,30,40,"['finger snapping', 'piano', 'vacuum cleaner noise', 'phone recording']",The music excerpt features a piano playing a repeating melody in the background. Finger snaps can be heard playing the same rhythm that the piano does. In the background a noise similar to a vacuum cleaner can be heard. It sounds as if this whole thing was recorded with a phone or by an amateur.,Electronic---Abstract,classical,not_danceable,non_happy,non_sad,relaxed,"['happy', 'film', 'melodic', 'advertising', 'energetic']","['piano', 'guitar', 'drums']",female
3569,4860,rGEJVUcFA2U,30,40,"['low quality', 'club house', 'groovy', 'noisy', 'thin', 'groovy 808 bass', 'crispy claps', 'high pitched harmonized male vocals', 'shimmering muffled shakers', 'fun', 'happy']","The low quality recording features a club house song that consists of groovy 808 bass, crispy claps, shimmering muffled shakers and high pitched harmonizing male vocals singing over it. The recording is thin and it sounds groovy, fun and happy.",Electronic---Ghetto,electronic,danceable,non_happy,non_sad,non_relaxed,"['energetic', 'melodic', 'happy', 'dark', 'film']","['synthesizer', 'bass', 'sampler']",female
3570,4861,rG_6MS6_K6g,30,40,"['hiphop', 'acoustic drum sample', 'e-bass', 'e-guitar sample', 'male voice rapping', 'higher pitch', 'medium tempo']",A male voice is rapping in a higher pitch and with reverb and delay on his voice. An acoustic drum sample is playing a simple hip hop groove along with a tambourine like sound. The hihat is panned to the right side of the speakers. An e-bass is playing along. A clean e-guitar sample is being repeated as a melodic and rhythmic element. This song may be playing at home while cleaning the house.,Hip Hop---Gangsta,hiphop,danceable,happy,non_sad,non_relaxed,"['energetic', 'love', 'melodic', 'deep', 'funny']","['bass', 'drums', 'synthesizer']",male
3571,4862,rGgvqyHKI4Y,0,10,"['shofar music', 'religious music', 'no other instruments', 'no voices', 'battle cry announcement']","This song features a shofar being played. It starts off with a sustained note followed by a higher note. After a short pause, the melody is repeated but the first note is shortened and the second, higher note is sustained. There are no other instruments in this song. This song has religious significance. This song can be played at the call of battle in a historical movie.",Electronic---Power Electronics,electronic,danceable,non_happy,non_sad,relaxed,"['melodic', 'dark', 'energetic', 'happy', 'love']","['synthesizer', 'bass', 'drums']",male
3572,4863,rJZgUpzqAyY,70,80,"['skarock', 'acoustic drums', 'e-bass', 'electric piano', 'e-guitar', 'male voices singing', 'amateur recording', 'fast tempo', 'uplifting mood']",An e-bass is playing a bluesy bassline along with acoustic drums with a slightly open hihat. An electric piano/organ is playing one short chord as a rhythmic element adding reggae vibes along with a e-guitar strumming fast chords on the offbeat. The guitar is running through a chorus effect. The male voices are singing a simple melody. This song may be playing at a live concert before a sports-event.,Rock---Ska,rock,danceable,happy,non_sad,non_relaxed,"['energetic', 'happy', 'love', 'melodic', 'funny']","['drums', 'electricguitar', 'bass']",male
3573,4864,rKRI5UcIICI,30,40,"['instrumental', 'single instrument', 'acoustic drums', 'drum solo', 'cowbells', 'latin influence', 'energetic']",This is an acoustic drum solo performance. The drummer is playing rapid and complex fills with a heavy use of cowbells. There is a clear latin music influence in this solo. It has an energetic aura. Parts of this performance could be sampled in use for beat-making.,Jazz---Contemporary Jazz,jazz,not_danceable,non_happy,non_sad,relaxed,"['melodic', 'energetic', 'relaxing', 'film', 'adventure']","['drums', 'bass', 'electricguitar']",female
3574,4865,rKfpCiJf9do,0,10,"['low quality', 'wide wooden percussive elements', 'arpeggiated strings melody', 'breathy flute melody', 'brass melody', 'soulful', 'mystical', 'passionate', 'traditional']","The low quality recording features a traditional song that consists of wide wooden percussion, arpeggiated strings melody and breathy flute melody layered with brass melody. It sounds soulful, mystical and passionate.","Folk, World, & Country---Indian Classical",world,not_danceable,non_happy,non_sad,relaxed,"['happy', 'relaxing', 'film', 'melodic', 'meditative']","['drums', 'bass', 'electricguitar']",female
3575,4866,rLBGxAj9D14,70,80,"['instrumental', 'fast tempo', 'harmonica melody', 'french harp', 'mouth organ', 'wind instrument', 'blues', 'boogie', 'double bass', 'boogie woogie', 'expressive', 'bebop', 'infectious drum', 'keyboard harmony', 'pre recorded background track', 'groovy bass', 'funky harmonica lead', 'rock and roll', 'muffled accompanying music', 'lively', 'energetic', 'catchy', 'upbeat', 'lively', 'dance groove', 'repetitive groove', 'boogie']","This music is an upbeat instrumental . The tempo is fast with a funky harmonica melody leading to a pre-recorded track with infectious drumming, double bass and keyboard harmony. The track is muffled and incoherent. The music is. Catchy, lively, cheerful, perky, funky, happy, vivacious, vibrant and groovy. This music is a Blues Boogie instrumental.",Pop---Parody,rock,danceable,happy,non_sad,non_relaxed,"['melodic', 'energetic', 'happy', 'funny', 'love']","['electricguitar', 'drums', 'guitar']",male
3576,4867,rLQ93N6RJC0,30,40,"['male vocalist', 'fast tempo', 'country pop', 'keyboard harmony', 'clapper', 'steady bass line', 'string instruments', 'clapping', 'punchy drumming', 'lively acoustic guitar', 'catchy rhythm', 'lively', 'spirited', 'pop', 'rock', 'alternative rock', 'indie pop', 'indie rock']","A male vocalist sings this catchy pop song. The tempo is medium fast with funky drumming, spirited acoustic guitar accompaniment, rhythmic clapping, steady bass line and keyboard harmony. The song is melodic, perky, peppy, youthful, playful, enthusiastic and fun. This is Indie Pop/Indie Rock.",Rock---Pop Rock,pop,not_danceable,happy,non_sad,non_relaxed,"['love', 'melodic', 'happy', 'ballad', 'energetic']","['synthesizer', 'guitar', 'acousticguitar']",male
3577,4868,rLtXML8Y5wo,0,10,"['low quality', 'shimmering bells melody', 'metallic impact', 'noisy', 'haunting']",The low quality recording features a shimmering bell melody that sounds haunting. There is a metallic impact. The recording sounds very noisy as it was probably recorded with a bad quality microphone.,,,,,,,,,
3578,4869,rNJ0C44bOac,30,40,"['low quality audio', 'synth music', 'programmed percussion', 'beeping sounds', 'bass']","This clip features low quality audio. A synth plays the main melody. The bass plays the root notes of the chords. This is accompanied by programmed percussion playing a simple beat. A constant beep is heard in the foreground, which doubles in tempo at the end of the clip. The instruments cannot be heard clearly due to the beeping sound over the instruments.",Electronic---Ambient,ambient,danceable,non_happy,non_sad,relaxed,"['relaxing', 'space', 'meditative', 'dream', 'soundscape']","['synthesizer', 'piano', 'bass']",female
3579,4870,rNKJXwMz9XQ,10,20,"['fading out strings', 'wide deep water sound effect', 'tinny shimmering bells', 'jingle', 'dolphin sound effect', 'acoustic rhythm guitar', 'punchy kick']","The jingle features a dolphin and deep water sound effects, followed by fading out strings and tinny shimmering bells. At the very end of the loop, there is a snippet of acoustic rhythm guitar and kick hits. The Sound effects are moving left-right throughout the stereo image. It sounds like something to use as an intro.",Electronic---Experimental,electronic,not_danceable,non_happy,non_sad,relaxed,"['film', 'dark', 'relaxing', 'energetic', 'epic']","['synthesizer', 'drums', 'piano']",female
3580,4871,rNUtYf6EdW8,470,480,"['low quality', 'classical', 'intense', 'suspenseful', 'dramatic', 'suspenseful brass melody', 'sustained strings', 'dynamic low percussion roll']","The low quality recording features a classical song that consists of a suspenseful brass melody, sustained strings and dynamic low percussion roll. It sounds suspenseful, dramatic and intense.",Stage & Screen---Soundtrack,soundtrack,not_danceable,non_happy,non_sad,relaxed,"['film', 'epic', 'dark', 'action', 'energetic']","['synthesizer', 'piano', 'drums']",female
3581,4872,rOOBAGxxjBk,10,20,"['instrumental', 'fast tempo', 'brass band', 'tuba', 'wind instruments', 'wood wind', 'acordion', 'trombone', 'trumpet', 'saxophone', 'melodious harmony', 'pleasant harmonious', 'cheerful', 'happy', 'merry', 'classical']","This music is a lively instrumental. The tempo is fast with the charming harmony of trumpet, saxophone, tuba and a rhythmic accordion accompaniment. The music is fresh, spirited,lively, pleasant, merry, cheerful, charming and entertaining. This music is a classical piece.","Folk, World, & Country---Volksmusik",classical,danceable,non_happy,non_sad,relaxed,"['film', 'happy', 'melodic', 'energetic', 'relaxing']","['drums', 'piano', 'bass']",male
