ytid,start_s,end_s,aspect_list,caption
hDsA_ky9Hfw,30,40,"['electric guitar strumming', 'woodwind instrument', 'dance music', 'upbeat', 'groovy', 'soulful pop', 'classic soul', 'disco soul', 'raspy female vocal']","The song is an upbeat, soulful song which has a motif repeated on a woodwind instrument. The song would be suitable for some mellow dancing. The singer has a raspy voice."
hDzmNYd_eaA,30,40,"['low quality', 'steel drums tropical melody', 'groovy bass', 'clapping', '4 on the floor kick', 'shimmering shakers', 'tinny percussive elements', 'unbalanced stereo image', 'exotic', 'groovy', 'tropical']","The low quality recording features a cover with a steel drums tropical melody that plays over the playback instrumental in the background that consists of groovy bass, claps, ""4 on the floor"" kick pattern, shimmering shakers and tinny percussive elements. It sounds tropical, exotic and groovy, but it also has an unbalanced stereo image."
hFj0KUzofNg,80,90,"['live recording', 'crowd noise', 'techno song', 'vocoder', 'male voice', 'percussion']",This clip features a live recording of low quality. The song is mixed into a video clip. The sound of crowd cheering is heard. The song features a male voice using a vocoder. The song is in the techno genre. The percussion is programmed and plays a techno beat. The bass plays simple root notes of chords. Synth bursts are played at the beginning and at the end of the song. The referee whistle is heard toward the middle of the clip.
hFqZZrj0rnM,30,40,"['live performance', 'crowd clapping', 'noisy', 'shoe tapping', 'jazz', 'passionate female vocal', 'smooth bass', 'groovy keys chords', 'low quality', 'wide', 'reverberant']","The low quality recording features a live performance of shoe tapping over a jazz song that consists of passionate female vocal singing over smooth bass and groovy key chords. There are crowd clapping sounds in the background. The actual sounds of shoe tappings is widely spread in the stereo image and it is reverberant, as it was probably performed in a huge space."
hH6thMA3640,120,130,"['bluegrass', 'instrumental', 'violin', 'banjo', 'acoustic guitar', 'american', 'folk', 'cozy', 'lively']","This is a bluegrass music piece. The acoustic guitar follows an offbeat strumming pattern, providing a rhythmic background. The violin and the banjo take turns to play rapid, upbeat solos. The atmosphere is very lively. This piece could be used at a definitively American setting such as a rodeo venue."
hHS5C0RKa8A,120,130,"['r&b', 'synth lead melody', 'melancholic female vocal', 'mellow piano melody', 'electric guitar chords', 'groovy bass', 'organ keys chords', 'shimmering hi hats', 'punchy snare', 'soft kick hits', 'emotional', 'passionate', 'heartfelt']","The R&B song features a melancholic female vocal singing over mellow piano melody, electric guitar chords, synth lead melody, groovy bass, organ keys chords, shimmering hi hats, punchy snare and soft kick hits. It sounds emotional, passionate and heartfelt."
hHb0Eq1I7Fk,0,10,"['synth-pop', 'male vocal', 'electric guitar', 'keyboard', 'bass guitar', 'acoustic drums', 'distant', 'sterile', 'urban', 'skateboarding']",This is a synth-pop piece played in the background of a skateboarding video. There is a male vocalist singing in an emotionally distant manner. There is a keyboard and an electric guitar playing the melody with the bass guitar playing a repetitive bass line in the background. The acoustic drums are playing a simple beat. Skateboarding sounds from the video can be heard very clearly. The recording has an urban atmosphere.
hHqrcLiKJRg,30,40,"['bluegrass', 'gospel', 'live performance', 'male vocals', 'harmony singing', 'fiddle', 'banjo', 'acoustic guitar', 'mandolin', 'easygoing', 'cozy']","This is the live performance of a bluegrass gospel music piece. There are male vocals synchronously harmony singing which is called a ""stack"" in bluegrass music. The melody is being played by the fiddle, the banjo, the acoustic guitar and the mandolin. There is a cozy atmosphere in this piece. It could be playing in the background of an American roadside diner. This piece could also be played at a Christian religious event."
hIEj8msjg8E,30,40,"['instrumental', 'fast tempo', 'buoyant', 'punchy', 'catchy', 'continuous droning', 'single note', 'wind instrument', 'lively', 'meditunique', 'unconventional music']","This music is instrumental. The tempo is fast with a hypnotic harmony of the didgeridoo. The music is unique, catchy,engaging, mesmerising and hypnotic because of the continuous droning. This music is a Didgeridoo instrumental."
hKSg3zFB2dE,50,60,"['rock', 'passionate male vocal', 'harmonizing background male vocal', 'electric rhythm guitar chords', 'groovy bass', 'thin snare', 'energetic crash', 'shimmering hi hats', 'punchy kick hits', 'reverberant', 'addictive', 'energetic']","The Rock song features a passionate male vocal, layered with harmonizing background male vocals, singing over electric rhythm guitar chords spread widely in the stereo image, thin snare, energetic crash, groovy bass, shimmering hi hats and punchy kick hits. The drums are very reverberant, which is probably the reason why they sound softer. It sounds addictive, thanks to those harmonizing vocals, and energetic overall."
hLn4HokDEmM,30,40,"['four on the floor kick', 'synthesized pan flute', 'two songs', 'edm', 'syncopated synth chords', 'piano', 'sidechain', 'hand percussion']","Audio from two songs of EDM music featuring four on the floor kick pattern, synthesized pan flute, syncopated synth chords sidechained to the kick, piano and hand percussion."
hLwMYygjRfI,30,40,"['slow rock', 'instrumental', 'guitar music', 'amateur recording', 'simple percussion', 'no voices', 'minimal drumming', 'single note bass']",This amateur recording features a guitar plucking chords. This is accompanied by percussion playing an outro beat. The recording is of low quality. The bass plays one note on the first count of each bar. There are no voices in the song. This song can be played in a highway scene in a movie.
hM88FG1_D5Q,190,200,"['low quality', 'noisy', 'harmonizing male vocals', 'flat male vocal', 'laughing', 'playback', 'fun']","The low quality recording features harmonizing male vocals singing over a song played on playback, followed by a flat male vocal talking. At the end of the recording, there is a male laughter. It sounds fun and the recording is noisy."
hNKTrKk4hZs,80,90,"['instrumental', 'slow tempo', 'orchestra', 'vibrations', 'droning', 'violins', 'cello', 'viola', 'deep bass', 'bell ringing', 'violin symphony', 'grim', 'serious', 'intense', 'sinister', 'dangerous', 'suspenseful', 'synthesiser articulation']","This music is a grim instrumental. The tempo is slow with a   Violin symphony. The deep bass of the cello to the accompaniment of a steady, droning violin melody and the sound of a ringing bell give it a very intense and serious vibe. The music is enthralling, powerful,impactful, intense, sinister, scary and anticipatory. This is an orchestral harmony."
hOSzGYKaJGE,150,160,"['rock', 'low quality', 'electric guitar melody', 'smooth bass', 'shimmering shakers', 'snappy rimshots', 'soft male vocal', 'noisy', 'mono', 'cool', 'easygoing', 'groovy']","The low quality recording features a rock song that consists of an electric guitar melody, smooth bass, shimmering shakers, snappy rimshots and soft male vocals singing over it. The recording is really noisy and in mono. It sounds cool, groovy and easygoing."
hPIh5RYA-5M,170,180,"['instrumental', 'fast tempo', 'vigorous', 'hard rock', 'boisterous', 'boomy', 'video game music', 'animated', 'intense drumming', 'enthusiastic rhythmic drumming', 'sound of shooting', 'blasts', 'rapid clicking sound', 'boomy', 'loud', 'urgent', 'hurried', 'compelling', 'insistent', 'clamorous']","This music is instrumental. The tempo is fast with vigours, intense drumming, electronic sounds like shooting, blasts, boomy bass and Rapid clicking sound . The music is loud,boisterous, aggressive, insistent, intense and clamorous . This is video game music."
hQ5OBio4Cy0,30,40,"['low quality', 'live performance', 'groovy percussive elements', 'sitar guitar melody', 'sustained strings melody', 'flute solo melody', 'noisy', 'compressed', 'loud']","The low quality recording features a live performance of percussive elements, sitar guitar melody, sustained strings melody, groovy percussive elements and flute solo melody. The recording is noisy and it sounds compressed and loud."
hRQJgZVxRX0,30,40,"['gear showcase', 'jam', 'male voice', 'advertising', 'distorted electric guitar', 'guitar solo', 'amp', 'chorus', 'hard-hitting', 'crunchy']",This is the recording of a gear showcase. There is a male voice advertising an effect amp. The distorted electric guitar is playing a crunchy-sounding riff with the added effect of the chorus amp. The atmosphere is hard-hitting. Some parts of this recording could be used in heavy guitar samples for beat-making. Such parts could also work in sections of an advertisement jingle.
hSK405L-DlQ,170,180,"['rock', 'e-guitar', 'e-bass', 'acoustic drums', 'female voice singing', 'male voice singing', 'upbeat']",The acoustic drums are playing a groove with crash hits and a bass that sounds distorted while a female voice is singing. Then a male singer with an effect on his voice is almost screaming while an e-guitar is playing a melody. This song may be playing in a rock&roll bar.
liuCTk2nPG8,30,40,"['pop', 'disco', 'female vocals', 'electronic drums', 'percussion', 'keyboard', 'synth bass', 'dance', 'groovy', 'repeated theme']",This is a famous disco piece. There are female vocals singing the lyrics joyfully. The main tune is played in major scale by a keyboard while it is supported by a syncopated synth bass in the background. The rhythm is kept by a repetitive electronic drum beat accompanied by percussion. The atmosphere is groovy and danceable. It is perfect for an 80s themed party setlist. It could also be playing in the background of an 80s themed bar.
lmrzR9cSMRY,20,30,"['pop', 'acoustic piano', 'flute', 'acoustic guitar', 'electric piano', 'male voice singing', 'mid-range voice', 'sensitive', 'medium to uptempo', 'background noises']",An acoustic piano is playing a melody along with a flute-sound and an acoustic guitar picking two notes repeatedly. Then the song breaks softly into a new part as the acoustic guitar and piano are fading out. In the background you can hear some insects chirping. Now an electric piano sound is playing a melody along with a male voice singing. His voice sounds sensitive.  This song may be playing for a movie scene.
lnJdWXRgjKo,30,40,"['arabic music', 'sad', 'tragic', 'slow tempo', 'movie soundtrack', 'religious', 'sacrifice', 'booming low bass line', 'guitar accompaniment', 'arabic wind instrument', 'sadness', 'violin accompaniment', 'instrumental music', 'movie soundtrack', 'devotional', 'inspiring', 'pain', 'hurt', 'redemption']","The song is an instrumental. The tempo is slow with a strong bass line, guitar accompaniment, violin accompaniment and Arabic horn instrument playing melancholic. The song is sad and tragic. The audio quality is poor."
lnYOC9tKUBs,30,40,"['experimental/folklore', 'synthesizer lead sound', 'folklore backroundmusic', 'dissonant', 'amateur recording']",A synthesizer lead sound is being played loudly and not in tune with the background music that sounds like a folklore song. This song may be playing at home practicing.
lnnlghshsVo,30,40,"['low quality', 'live performance', 'noisy', 'mono', 'bagpipes melody', 'traditional', 'passionate']","The low quality recording features a live performance of a bagpipes melody. It sounds traditional, passionate and the recording is in mono and noisy."
loyHHBilYPM,80,90,"['low quality', 'noisy', 'crowd talking', 'steel drums melody', 'punchy snare', 'punchy kick', 'groovy bass', 'shimmering hi hats', 'exotic', 'joyful']","The low quality recording features a steel drums melody played over punchy kick and snare hits, shimmering hi hats and groovy bass. It sounds exotic and joyful. The recording is noisy."
lpHa-S_x1LA,350,360,"['classical hindustani song', 'sitar', 'tabla', 'no other instruments', 'no voices', 'moderate tempo']",This classical Hindustani song features the sitar playing the main melody. Open strings are continuously played with fretted strings providing the main melody of this song. This is accompanied by a tabla playing a classical rhythm. There are no other instruments in this song. There are no voices in this song. This song can be played for an Indian traditional dance.
lqCx0HgF1ZM,30,40,"['k-pop', 'korean', 'acoustic', 'male vocal', 'melodic singing', 'acoustic guitar', 'mellow tune', 'easygoing', 'positive', 'uplifting']",This is an acoustic performance of a k-pop piece. The lead is a male vocal that is singing gently and melodically in the Korean language. He is also playing an acoustic guitar as the melodic background of the piece. The song is in the major scale which gives it this positive and uplifting aura. This piece could be used in the soundtrack of a coming-of-age/teenage drama TV series that takes place in Korea. It could also be playing in the background of a coffee house.
lqeAf-DqE3I,140,150,"['steel pan playing melody', 'beach resort band', 'average music quality', 'instrumental music', 'medium tempo', 'clap box rhythm', 'dance party tunes', 'tropical beach party', 'tropical fun', 'music', 'guitar rhythm', 'steady drumming rhythm', 'dance rhythm', 'live performance', 'caribbean music', 'dance rhythm']","The song is an instrumental. The song is medium tempo with steel pan playing melody, guitar strumming and steady percussion rhythm. The song is exciting and calming. The song is a live band performing tropical Caribbean tunes."
ltZCJ7aPtO0,30,40,"['pop/ballad', 'acoustic piano', 'male higher singing voice']","An acoustic piano is playing a ballad with a lot of chord changes and a male voice singing in the higher register. The whole song sounds slightly sad or sensitive. The audio-quality is very bad, it is not very clear to hear if there are other instruments playing in the background. Also is the recording full of big reverb as being played in a big hall. This song may be playing at a live concert."
ltysCJWnvsI,30,40,"['male singer', 'fast tempo', 'brass band', 'funky keyboard harmony', 'piano accompaniment', 'vibrant trumpet harmony', 'slick drumming', 'funky bass lines', 'tambourine', 'congas', 'punchy', 'bouncy', 'buoyant', 'perky', 'soul', 'r&b’simple melody', 'catchy tune']","A male vocalist sings this spirited song. The tempo is medium fast with enthusiastic trumpet, funky keyboard harmony, groovy bass lines, slick drumming and piano accompaniment. The song is simple,spirited, enthusiastic, energetic and buoyant. This song is an R&B/Soul."
lvktro0asjs,40,50,"['pop', 'sustained strings melody', 'flat male vocal', 'punchy snare', 'wide harmonizing background vocals', 'punchy kick', 'shimmering hi hats', 'energetic crash cymbal', 'groovy piano chords', 'wide acoustic guitar melody', 'uplifting', 'groovy bass guitar', 'smooth', 'addictive']","The Pop song features a flat male vocal, alongside wide harmonizing background vocals, singing over punchy kick and snare hits, shimmering hi hats, energetic crash cymbals, groovy piano chords and widely spread acoustic guitar melody. It sounds smooth, uplifting and addictive thanks to those harmonizing vocals."
lwQVcLxFBIQ,20,30,"['country/rock', 'acoustic drums', 'male voice singing', 'e-bass', 'trumpet', 'keys', 'medium tempo', 'uplifting mood']",A male voice is singing in the mid range accompanied by acoustic drums with a groove on the ride cymbal and a bass playing a simple line. In the background you can hear a keyboard playing short chords while a trumpet is playing its own melody at the end of the singer's phrases.  This song may be playing in a repair workshop.
lwdDm3UO5WM,30,40,"['live performance', 'traditional', 'passionate female vocal', 'subtle strings melody', 'relaxing', 'calming', 'low quality', 'reverberant']","The low quality recording features a live performance of a traditional song and it consists of passionate female vocal singing over subtle strings melody. It is a bit reverberant as it was recorded in a larger room, but also relaxing and calming - like something you would meditate to."
lymmNwQA0WA,30,40,"['drum&bass', 'electronic drums', 'digital bass', 'dog barking sample', 'synthesizer sounds', 'fast tempo', 'energetic']",This song contains a fast drum&bass drum that gets supported by a bass and a synthlead sound on top of it. Both play the same melody. Some different samples get drowned in. They sound like dog-barks that have been processed with effects and a lower bitrate. In the background different sound-effects are rising up in pitch. This song sounds hectic and energetic. This song may be playing in a dance club.
m--xEFqqrLc,60,70,"['tenor sax', 'amateur play', 'legato playing', 'poor audio quality', 'saxophone lessons online', 'recital', 'vibrato style', 'instrumental music', 'no other instrumentation', 'sax tonguing', 'emotional', 'romantic', 'home video', 'bad audio quality', 'learner', 'youtube music video', 'sax cover', 'passionate', 'spirited', 'classical music', 'passionate', 'no percussions', 'medium tempo']",The song is an instrumental. The song is medium tempo with a tenor saxophone playing a lilting melody in legato style. The song has no other instrumentation support. The audio quality is very poor.
m-NM_tIWjxs,30,40,"['house/techno', 'low production', 'monoton', 'electronic kick', 'bass', 'uptempo']",This song contains a four on the floor kick with a monotone and simple bassline. This song is produced in lower sound quality and the recording is clipping a little bit. This song may be played at a private houseparty.
m-S-yqzlOj4,170,180,"['electro', '4 on the floor kick', 'punchy snare', 'claps', 'groovy bass', 'metallic percussions', 'repetitive male vocal', 'groovy', 'energetic']","The Electro song features a ""4 on the floor"" kick pattern, punchy snare, claps, groovy bass, metallic percussion and repetitive male vocal singing over it. It sounds groovy and energetic - like something you would hear in clubs."
m-eyGzf9Ux4,250,260,"['gospel', 'christian', 'female vocal', 'melodic singing', 'acoustic guitar', 'electric guitar', 'religious', 'spiritual', 'devotional']",This is a Christian gospel music piece. There is a female vocalist singing melodically. An acoustic guitar and an electric guitar are playing in the melodic background. The atmosphere is religious. This piece could be used as a background music for Christian social media content.
m-xxD1fGPnU,0,10,"['alternative rock', 'indie', 'male vocal', 'low-to-medium singing', 'electric guitar', 'bass guitar', 'acoustic drums', 'groovy', 'urban', 'generic', 'repeated theme', 'medium tempo']","This is an alternative rock piece. There is a male vocal singing at a low-to-medium pitch. There is a groovy electric guitar riff playing the main melody. There is a strong bass guitar playing alongside it. In the rhythmic background, there is a simple acoustic drum beat. There is a generic, urban atmosphere. This piece could be used in advertisement jingles and in the soundtracks of teenage drama movies and TV shows."
m0FhT3UnXjA,380,390,"['amateur recording', 'klick sound', 'harmonica', 'high register', 'male voice speaking', 'medium tempo']",Someone is playing high single long notes on a harmonica along to a metronome sound. Then a male voice starts speaking. This audio may be playing as a harmonica tutorial.
m1ov6te6jK8,70,80,"['indian song', 'orchestra song', 'flute', 'tabla', 'male voice', 'string section', 'moderate tempo', 'romantic mood', 'easy listening', 'gospel theme']",This song features a male voice singing the main melody. The instruments lend an Indian tonality to the song. The song starts with a flute solo backed by a tabla and a stringed instrument that sounds like a santoor. This is followed by a violin solo backed by the tabla as percussion. The bass plays the root notes of the chords. The male voice starts singing after the violin solo. This song has a gospel feel. The voice is mellow and carries emotion.
m3uiITzeM70,160,170,"['male singer', 'fast tempo', 'latin song', 'latin dance music', 'bright steel drumming', 'youthful', 'energetic', 'congas', 'bongos', 'cymbal ride', 'buoyant', 'club music', 'party music', 'dance hits', 'latin urbano', 'punchy', 'spirited', 'upbeat', 'catchy', 'spanish music', 'latin hits', 'salsa', 'bachata', 'groovy bass lines', 'keyboard harmony', 'congas rhythm', 'rhythmic bongos', 'synthesiser arrangements']","A male vocalist sings this spirited song. The tempo is fast with a fast keyboard harmony, boomy bass line, rhythmic drums, steel drums,congas and bongos, cymbal ride and sound of clapping. The song is upbeat, punchy, buoyant, spirited, energetic and youthful with a dance groove. This song is Latin Urbano."
m4Dj_vTsAt0,30,40,"['low quality', 'hip hop', 'synth keys melody', 'punchy kick', 'shimmering shakers', 'punchy muffled snare', 'shimmering open hat', 'short toms roll', 'groovy', 'easygoing']","The low quality recording features a hip hop song that consists of synth keys melody, punchy kick, punchy muffled snare, shimmering open hat and shakers and short toms roll. It sounds groovy and easygoing, like something you would listen to when riding a car."
m4bBsvuS4EU,280,290,"['french horn plays', 'philharmonic orchestra', 'horn section', 'rhythm section', 'western classical music', 'emotional', 'adventurous', 'instrumental music', 'opera hall', 'harp plays', 'slow tempo', 'percussive hits', 'mysterious', 'an incredible journey', 'mysterious', 'happy', 'positive', 'hopeful', 'various percussive hits', 'movie soundtrack']","The song's instrumental tempo is slow with various percussive hits, harp playing and a French horn playing a gentle yet strong melody. The song is emotional and full of hope. The song is an adventure movie soundtrack."
m7i4g_o-znQ,30,40,"['slide guitar', 'blues', 'blues guitar', 'country blues', 'intricate acoustic guitar playing', 'guitar layers', 'dense guitar playing', 'foot stomping percussion', 'filtered vocal humming']","This is a high-octane blues song, with layers of intricate bluesy acoustic guitar playing. There's a slide guitar involved, and other layers of potent intense guitar playing. There's a distant filtered vocal hum which sounds like it is coming through a telephone."
m8-aK8egg84,90,100,"['solo harmonica', 'blues licks', 'male voiceover']","Solo harmonica playing blues licks, followed by a male voiceover."
m8poFnEbvW8,180,190,"['low quality', 'distorted electric guitar chords', 'playback', 'harsh', 'messy', 'rock']","The low quality recording features distorted electric guitar chords playing over rock songs played on playback. It sounds messy and harsh, as the frequencies of the room and the actual sound of the guitar and song are clashing with each other."
m9MQdg0k1t0,30,40,"['male and female singer', 'yodelling melody', 'poor audio quality', 'clapping percussions', 'dance rhythm', 'spirited', 'traditional music', 'guitar accompaniment', 'acoustic song', 'traditional folk song', 'folk singers', 'live performance', 'live audience', 'ambient room noises', 'hissing sounds', 'exciting', 'emotional', 'medium tempo', 'people clapping']",A male singer sings with a female backup singer in vocal harmony. The song is medium tempo with a yodelling medley and guitar strumming rhythm and no other instrumentation. The song is exciting and passionate. The song has poor audio quality.
m9tnNkon_iw,30,40,"['instrumental', 'medium tempo', 'scraping sound', 'demonstration', 'scratching', 'rustling', '3d effect', 'surround sound', 'sound stimulation', 'psychophysics technique', 'stereo sound sensation']",This clip is a sound of scratching or scraping using binaural sound. The effect is a 3D stereo sound sensation. The sounds are clear and lucid as if hearing it live. This clip is a demonstration of Binaural sounds.
mAmaUI7_uZ0,30,40,"['hip hop', 'amateur production', 'out of tune vocals', 'amateur vocal production', 'male and female vocals', 'trap beat', 'synthesizer arpeggio']",Amateur produced hip hop music with out of tune male and female vocals and amateur vocal production. The backing track is a trap beat with a synthesizer arpeggio.
mB2FAS0DNkk,60,70,"['low quality', 'live performance', 'pop', 'crowd cheering', 'flat male vocal', 'clapping', 'synth lead melody', '""4 on the floor"" kick pattern', 'energetic cymbals', 'groovy synth bass', 'happy', 'joyful', 'exciting']","The low quality recording features a live performance of a pop song that contains flat male vocals talking on a microphone over a song played on playback and some crowd cheering noises. The song consists of a ""4 on the floor"" kick pattern, energetic cymbals, groovy synth bass, claps and synth lead melody. It sounds happy, joyful and exciting."
mBG-st0VUXs,480,490,"['effected trumpet', 'processed', 'reverb', 'delay', 'bright', 'energetic', 'solo trumpet', 'glissando', 'stacatto', 'dramatic']",A solo trumpet playing an energetic staccato melody with dramatic glissandi. The trumpet has been processed to add a stereo delay effect and reverb. The tone is very bright.
mBNdDQamtXA,50,60,"['acapella', 'rock opera', 'male vocal', 'multiharmony', 'multitrack', 'vibrant', 'magical']",This is a multitrack acapella cover of a rock opera music piece. The same vocalist is singing different harmonies in separate tracks to create the aura of a magical experience. Usage of multiple tracks creates a vibrant atmosphere.
mBRr_TqLDf4,30,40,"['retro song', 'pop song', 'female voice', 'bass song', 'electronic drums', 'hand claps', 'synth sounds', 'moderate tempo', 'dance song', 'happy mood']","This classic pop song features a female voice singing the main melody. This is accompanied by electronic drums playing the snare. The snare is played alternating between 1 beat and two beats for every count in each bar. The bass plays a groovy lick using the root notes of the chords. Hand caps are played at different intervals in this song. At the end, a synth plays a chord, a lower chord and back to the first chord. This song has a happy feel. This song can be played in a retro movie scene involving a casino."
mCjsuxzcl2k,30,40,"['instrumental', 'fast tempo', 'chinese big drums', 'energetic', 'enthusiastic', 'spirited', 'animated', 'vigorous', 'vivacious', 'tanggu', 'zhongshan', 'nobo', 'ceremonial', 'chinese string instrument', 'enthusiastic', 'energetic', 'celebratory', 'cymbals', 'steady beat', 'chant']","This music is a Chinese instrumental. It has a fast tempo with energetic Chinese big drums, Chinese cymbals called zhongcha,and a string instrument accompaniment. The music is spirited, enthusiastic, ceremonial, celebratory and intense."
mFcHGbnNtSQ,70,80,"['low quality', 'live performance', 'passionate female vocal', 'groovy piano melody', 'saxophone melody', 'groovy bass', 'shimmering hi hats', 'punchy snare', 'soft kick hits', 'jazz', 'passionate', 'soulful', 'noisy', 'mono']","The low quality recording features a live performance of a jazz song and it consists of a passionate female vocalist singing over groovy piano melody, saxophone melody, groovy bass, shimmering hi hats, punchy snare and soft kick hits. It sounds passionate, soulful and the recording is noisy and in mono."
mFp1nrnlGx4,30,40,"['low quality', 'noisy', 'mono', 'cajon percussion', 'flat male vocal', 'reverberant', 'tutorial']","The low quality recording features a cajon percussive rhythm played, after which there is a flat male vocal talking. It is noisy, mono, reverberant and it sounds like a tutorial."
mGU4ZRstxpY,140,150,"['slow rock', 'male voice', 'backing voices', 'bass', 'piano', 'percussion', 'simple melody', 'moderate tempo', 'synth sounds']",This slow rock song features a male voice singing the main melody. This is accompanied by other voices singing vocables in the background. The percussion plays a simple beat in common time. The bass plays the root notes of the chords. A synth plays a repetitive chord in staccato. A piano plays some high pitched notes in between lines. This song can be played in a movie scene at a harbour at night.
mJuJfKbcJcw,30,40,"['male singer', 'slow tempo', 'groovy bass line', 'dulcet', 'fingers snapping', 'tambourine', 'simple melody', 'auto harp', 'fiddle', 'resonator', 'dobro', 'mandolin', 'steady drumming', 'soft', 'mellow', 'love song', 'romantic', 'passionate', 'sentimental', 'emotional', 'country song', 'country pop', 'regional pop', 'mellow', 'pleasant melody']","A male vocalist sings this dulcet melody. The tempo is soft with acoustic guitar, resonator, fiddle, mandolin, banjo, dobro and auto harp accompaniment, steady drumming, tambourine beats , fingers snapping and funky bass lines. The song is soft, mellow, dulcet, emotional, sentimental, soothing , pleasant and simple. The song is Country Pop."
mKIapkfnAGY,130,140,"['amateur recording', 'folkmusic', 'accordion', 'uptempo']",This audio contains two people playing accordion. One is playing the foundation as rhythmical chords while the other person is playing the lead melody in a higher pitch. This song may be playing live in the countryside.
mLaon9oK1OA,30,40,"['latin pop', 'female vocal', 'male vocal', 'chipmunk effect', 'acoustic guitar', 'bass guitar', 'electronic drums', 'dance', 'comedic']",This is a latin pop song with a chipmunk effect. There is a female and a male vocal singing melodically but at a higher pitch than the original. An acoustic guitar and a bass guitar play in the melodic background while a latin electronic drum beat is in the rhythmic background. The piece is very danceable. The piece could be used at a children's dancing course as an accompaniment. It could also be used in the background of funny social media content.
mLm8upEhc_s,590,600,"['instrumental', 'white notice', 'sound of rain', 'thudding', 'water splashing', 'frog croaking', 'beeping', 'digital sounds', 'synthesiser arrangement', 'rattling sound', 'hissing', 'alien sound of wood breaking']","This song is an instrumental. The tempo is low with a keyboard harmony at the onset, followed by a bit of white noise. There are sounds of hissing,beeping, rattling, water splashing, thudding and frog croak. The sounds are synth articulations."
mMT1kEejAG8,20,30,"['low fidelity recording', 'solo electric guitar', 'distorted tone', 'shred', 'frenetic', 'whammy bar', 'dive bomb', 'fast playing', 'wild', 'aggressive vibrato', ""80's"", 'heavy metal']",low fidelity recording of a solo electric guitar with a distorted tone playing fast notes with aggressive vibrato and whammy bar for dive bombs. The mood is frenetic and wild. The style would fit in an 80's heavy metal band.
mMf4vJFT8Fw,30,40,"['tuning', 'instructive', 'acoustic guitar sound', 'single note', 'sample', 'monotonous']",This is an instructive track to tune a guitar at double drop D tuning. A repeated single note for each string is being played. This track could be used for unnatural sounding guitar samples.
mOFyRCMlXIo,330,340,"['piano arpeggio', 'timpani', 'drum roll', 'low quality audio', 'thrilling', 'suspense', 'build-up']","This clip brings about the sensation of building up to something. It features an arpeggiated melody on the piano, and timpani drum rolls. The audio quality is low."
mOmYcOBqhwo,30,40,"['low quality', 'noisy', 'mono', 'groovy tabla percussion']",The low quality recording features a groovy tabla percussion playing. The recording is noisy and in mono.
mOn13E68Td0,30,40,"['animated male vocals', 'yodelling song', 'comical', 'poor audio recording', 'bad quality audio', 'deteriorated music', 'children’s song', 'excited', 'trumpets play percussively', 'brass band', 'steady marching drum rhythm', 'groovy bas slime', 'guitars strumming rhythm', 'story telling', 'dance music', 'animated yodelling', 'funny', 'excited', 'children dancing', 'cheerful', 'medium fast tempo']","A male singer sings in an animated manner. The song is medium fast tempo with a steady drumming rhythm, brass band accompaniment, groovy bass line and guitar strumming rhythm. The song is exciting and cheerful. The song is an animated children’s show tune, but a poor recording of the actual show."
mPaRs96jtFY,30,40,"['low quality', 'noisy', 'electric guitar tuning', 'gated']","The low quality recording features an electric guitar tuning. The recording is gated so every time the guitar string is plucked it is very noisy, while in-between it is a complete silence."
mQ1E8rx2dnI,220,230,"['low quality', 'noisy', 'car rev sound', 'mellow harp melody', 'harmonizing female vocals', 'flamenco acoustic guitar melody', 'passionate', 'raw', 'emotional', 'cover', 'regional mexican']","The low quality recording features a cover of a regional Mexican song and it consists of harmonizing female vocals singing over a mellow harp melody and flamenco acoustic guitar melody. It sounds raw, emotional and passionate. The recording is a bit noisy and there are some car rev noises in the background."
mQM3Fd3eN9E,30,40,"['low quality', 'quiet', 'noisy', 'fun', 'happy', 'harmonized children vocals', 'bouncy snare', 'thin', 'laughing', 'car engine sound effects', 'static tv sound effect', 'high pitched tire screech', 'saxophone solo melody', 'groovy bass', 'shimmering open hat', '4 on the floor kick']","The low quality recording features a song that consists of harmonized children vocals singing over bouncy snare, saxophone solo melody, groovy bass, shimmering open hats and ""4 on the floor"" kick pattern. There are some laughing, high pitched tire screeches and car engine sound effects in the background. The recording is very noisy and the song is quiet and thin, as it lacks bass frequencies, but it still sounds fun and happy - like something you would hear in TV shows for kids."
mQWht9mv7sE,10,20,"['synth/electro', 'synthesizer pads', 'arpeggios', 'synth bass', 'atmospheric', 'uptempo']",A synth is playing an arpeggio pluck with a lot of reverb rising and falling in velocity. Another synth sound is playing pads and a sub bassline. This song is full of synth sounds creating a soothing and adventurous atmosphere. This song may be playing at a festival during two songs for a buildup.
mRKud6yP4iU,440,450,"['low quality', 'traditional', 'dissonant string melody', 'acoustic guitar chords', 'wide sustained strings', 'passionate woodwind melody', 'joyful', 'weird', 'hypnotic']","The low quality recording features a traditional song that consists of a passionate woodwind melody playing over wide sustained strings, acoustic guitar chords and dissonant string melody. It sounds joyful, weird and hypnotic."
mU6cfEWw5Og,180,190,"['low quality', 'unbalanced stereo', 'flat male vocal', 'shimmering tambourine', 'tutorial', 'noisy']","The low quality recording features a flat male vocal talking, after which there is a shimmering tambourine being played. The recording is noisy and the stereo image is unbalanced, as the audio is slightly leaning towards the right channel of the stereo image."
